trafficlight.png,Farm_Kartoffelfeld_SchwedenCC.png,1,0,1,3,3.92
callbell.png,s_savanna_kiangwest_savanna.png,1,0,1,3,2.24
beachumbrella01.png,Stavronikita_BeachCC.png,1,1,1,0,2.52
downhillski.png,mountain-snow-walking-snow-mountain-winter-landscapeCC.png,1,1,1,0,1.68
Boxe_1CC.png,Boxe_1CC.png,0,2,2,4,1.68
theater.png,theater.png,0,2,2,4,1.96
treadmill.png,c_castle_castle_000001.png,1,0,1,3,6.16
shoppingcart.png,r_railroad_tunnel_outdoor_railroad_tunnel_000128.png,1,0,1,3,1.68
martiniglass01b.png,c_classroom_sala02.png,1,0,0,2,2.24
bowlingpin.png,b_bedroom_pittsburgh_IMG_4079.png,1,0,0,2,1.96
webcam.png,o_office_despacho.png,1,1,0,1,1.68
cookingpot.png,k_kitchen_IMG_3734.png,1,1,0,1,1.68
Bridge.png,Bridge.png,0,2,2,4,1.96
fjpg_fire_escape_google_13_8_1_fire_escape.png,f_fire_escape_google_13_8_1_fire_escape.png,0,2,2,4,1.68
lawnmower.png,g_garden_1280_2.png,1,1,1,0,5.6
hardhat02.png,d_dining_room_indoor_0582.png,1,0,0,2,1.96
rainboot.png,courtroomCC.png,1,0,0,2,1.68
tennisracket.png,Tennis_CourtCC.png,1,1,1,0,1.68
television.png,l_living_room_living53.png,1,1,0,1,4.76
electrictoothbrush01c.png,b_bathroom_bothroom99.png,1,1,0,1,17.08
